2009-04-17, 1
2009-05-02, 1
2009-05-06, 1
2009-06-19, 1
2009-06-30, 1
2009-07-02, 1
2009-07-05, 1
2009-07-09, 1
2009-07-14, 1
2009-07-28, 1
2009-07-29, 1
2009-08-10, 1
2009-08-17, 1
2009-08-18, 1
2009-08-20, 1
2009-09-03, 1
2009-09-14, 2
2009-09-15, 1
2009-09-19, 1
2009-09-21, 3
2009-09-24, 1
2009-09-25, 1
2009-09-28, 1
2009-09-29, 4
2009-10-03, 1
2009-10-15, 1
2009-10-16, 1
2009-10-20, 1
2009-10-26, 2
2009-10-30, 1
2009-10-31, 1
2009-11-06, 1
2009-11-07, 2
2009-11-10, 1
2009-11-11, 1
2009-11-19, 1
2009-11-24, 1
2009-12-01, 1
2009-12-02, 1
2009-12-05, 1
2009-12-07, 1
2009-12-09, 2
2009-12-10, 1
2009-12-11, 2
2009-12-13, 1
2009-12-21, 2
2009-12-23, 1
2009-12-31, 1
2010-01-07, 1
2010-01-08, 2
2010-01-11, 2
2010-01-15, 2
2010-01-21, 2
2010-01-23, 1
2010-01-25, 1
2010-01-28, 1
2010-02-17, 1
2010-02-19, 1
2010-02-20, 4
2010-02-22, 1
2010-02-24, 1
2010-02-28, 1
2010-03-01, 2
2010-03-11, 2
2010-03-21, 1
2010-03-28, 2
2010-03-30, 1
2010-03-31, 1
2010-04-01, 8
2010-04-02, 2
2010-04-07, 1
2010-04-08, 29
2010-04-09, 33
2010-04-10, 17
2010-04-11, 13
2010-04-12, 26
2010-04-13, 26
2010-04-14, 21
2010-04-15, 13
2010-04-16, 11
